ISO,Language,Dialect,Genetics,Speakers,Method,Quantity,vowel,f1,f2,f3
ell,Greek,,IndoEuropean>Hellenic,4,Carrier sentence,Uniform,e,474.0,1641.0,2277
ell,Greek,,IndoEuropean>Hellenic,4,Carrier sentence,Uniform,a,680.0,1229.0,2521
ell,Greek,,IndoEuropean>Hellenic,4,Carrier sentence,Uniform,o,476.0,854.0,2366
ell,Greek,,IndoEuropean>Hellenic,4,Carrier sentence,Uniform,u,338.0,837.0,2355
eng,English,American>General,IndoEuropean>Germanic>WestGermanic>AngloFrisian,4,Wordlist,Long,i,312.0,2307.0,2917
eng,English,American>General,IndoEuropean>Germanic>WestGermanic>AngloFrisian,4,Wordlist,Long,e,472.0,2062.0,2660
eng,English,American>General,IndoEuropean>Germanic>WestGermanic>AngloFrisian,4,Wordlist,Long,æ,730.0,1568.0,2519
eng,English,American>General,IndoEuropean>Germanic>WestGermanic>AngloFrisian,4,Wordlist,Long,ɑ,753.0,1250.0,2596
eng,English,American>General,IndoEuropean>Germanic>WestGermanic>AngloFrisian,4,Wordlist,Long,ɔ,678.0,1062.0,2678
eng,English,American>General,IndoEuropean>Germanic>WestGermanic>AngloFrisian,4,Wordlist,Long,o,500.0,909.0,2643
eng,English,American>General,IndoEuropean>Germanic>WestGermanic>AngloFrisian,4,Wordlist,Long,u,348.0,995.0,2374
eus,Basque,,Isolate,5,Wordlist,Uniform,i,381.0,2449.0,
eus,Basque,,Isolate,5,Wordlist,Uniform,e,596.0,2044.0,
eus,Basque,,Isolate,5,Wordlist,Uniform,a,790.0,1546.0,
eus,Basque,,Isolate,5,Wordlist,Uniform,o,587.0,1164.0,
eus,Basque,,Isolate,5,Wordlist,Uniform,u,438.0,1062.0,
evn,Solon,Yaohe,Altaic>Tungusic>Northern>Evenki,1,Wordlist,Long,i,345.0,2372.0,3255
evn,Solon,Yaohe,Altaic>Tungusic>Northern>Evenki,1,Wordlist,Long,e,398.0,2323.0,3090
evn,Solon,Yaohe,Altaic>Tungusic>Northern>Evenki,1,Wordlist,Long,ɪ,493.0,2133.0,2913
evn,Solon,Yaohe,Altaic>Tungusic>Northern>Evenki,1,Wordlist,Long,æ,520.0,2085.0,2883
evn,Solon,Yaohe,Altaic>Tungusic>Northern>Evenki,1,Wordlist,Long,a,673.0,1448.0,2575
evn,Solon,Yaohe,Altaic>Tungusic>Northern>Evenki,1,Wordlist,Long,ɔ,615.0,1110.0,2372
evn,Solon,Yaohe,Altaic>Tungusic>Northern>Evenki,1,Wordlist,Long,ʊ,500.0,873.0,2442
evn,Solon,Yaohe,Altaic>Tungusic>Northern>Evenki,1,Wordlist,Long,u,365.0,775.0,2440
evn,Solon,Yaohe,Altaic>Tungusic>Northern>Evenki,1,Wordlist,Long,ə,508.0,1138.0,2478
evn,Solon,Yaohe,Altaic>Tungusic>Northern>Evenki,1,Wordlist,Long,ɵ,502.0,945.0,2385
fin,Finnish,Helsinki,Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic,1,Wordlist,Long,i,229.0,2096.0,
fin,Finnish,Helsinki,Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic,1,Wordlist,Long,e̞,443.0,1889.0,
fin,Finnish,Helsinki,Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic,1,Wordlist,Long,æ,614.0,1568.0,
fin,Finnish,Helsinki,Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic,1,Wordlist,Long,ɑ,619.0,1131.0,
fin,Finnish,Helsinki,Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic,1,Wordlist,Long,o̞,478.0,831.0,
fin,Finnish,Helsinki,Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic,1,Wordlist,Long,u,300.0,574.0,
fin,Finnish,Helsinki,Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic,1,Wordlist,Long,y,251.0,1701.0,
fin,Finnish,Helsinki,Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic,1,Wordlist,Long,ø̞,436.0,1588.0,
fin,Finnish,Helsinki,Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic,1,Wordlist,Short,i,287.0,1974.0,
fin,Finnish,Helsinki,Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic,1,Wordlist,Short,ɛ̝,465.0,1878.0,
fin,Finnish,Helsinki,Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic,1,Wordlist,Short,æ,630.0,1568.0,
fin,Finnish,Helsinki,Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic,1,Wordlist,Short,ɑ,621.0,1194.0,
fin,Finnish,Helsinki,Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic,1,Wordlist,Short,ɔ̝,499.0,879.0,
fin,Finnish,Helsinki,Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic,1,Wordlist,Short,u,327.0,843.0,
fin,Finnish,Helsinki,Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic,1,Wordlist,Short,y,287.0,1665.0,
fin,Finnish,Helsinki,Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic,1,Wordlist,Short,œ̝,455.0,1513.0,
fla,Montana Salish,,Salishan>SouthernInteriorSalish,2,Wordlist,Uniform,i,349.0,2062.0,2546
fla,Montana Salish,,Salishan>SouthernInteriorSalish,2,Wordlist,Uniform,e,510.0,1738.0,2396
fla,Montana Salish,,Salishan>SouthernInteriorSalish,2,Wordlist,Uniform,a,683.0,1389.0,2434
fla,Montana Salish,,Salishan>SouthernInteriorSalish,2,Wordlist,Uniform,o,540.0,994.0,2222
fla,Montana Salish,,Salishan>SouthernInteriorSalish,2,Wordlist,Uniform,u,355.0,1011.0,2265
fmp,Fe'fe',,NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Grassfields>Eastern>Bamileke,1,Wordlist,Uniform,i,270.0,2220.0,
fmp,Fe'fe',,NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Grassfields>Eastern>Bamileke,1,Wordlist,Uniform,e,320.0,2280.0,
fmp,Fe'fe',,NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Grassfields>Eastern>Bamileke,1,Wordlist,Uniform,a,920.0,1630.0,
fmp,Fe'fe',,NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Grassfields>Eastern>Bamileke,1,Wordlist,Uniform,ɒ,640.0,1070.0,
fmp,Fe'fe',,NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Grassfields>Eastern>Bamileke,1,Wordlist,Uniform,ɔ,600.0,1e3,
fmp,Fe'fe',,NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Grassfields>Eastern>Bamileke,1,Wordlist,Uniform,u,290.0,660.0,
fmp,Fe'fe',,NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Grassfields>Eastern>Bamileke,1,Wordlist,Uniform,ʉ,310.0,1530.0,
fmp,Fe'fe',,NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Grassfields>Eastern>Bamileke,1,Wordlist,Uniform,ə,350.0,1500.0,
fod,Foodo,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North,2,Carrier sentence,Uniform,i,323.0,2103.0,XXX
fod,Foodo,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North,2,Carrier sentence,Uniform,e,437.0,2064.0,XXX
fod,Foodo,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North,2,Carrier sentence,Uniform,ɪ,442.0,2038.0,XXX
fod,Foodo,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North,2,Carrier sentence,Uniform,ɛ,639.0,1838.0,XXX
fod,Foodo,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North,2,Carrier sentence,Uniform,a,862.0,1441.0,XXX
fod,Foodo,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North,2,Carrier sentence,Uniform,ɔ,638.0,1010.0,XXX
fod,Foodo,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North,2,Carrier sentence,Uniform,ʊ,469.0,853.0,XXX
fod,Foodo,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North,2,Carrier sentence,Uniform,o,459.0,995.0,XXX
fod,Foodo,,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North,2,Carrier sentence,Uniform,u,365.0,771.0,XXX
fra,French,Quebec,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil,6,Wordlist,Uniform,i,250.0,2055.0,
fra,French,Quebec,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil,6,Wordlist,Uniform,e,345.0,2020.0,
fra,French,Quebec,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil,6,Wordlist,Uniform,ɛ,460.0,1770.0,
fra,French,Quebec,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil,6,Wordlist,Uniform,a,615.0,1465.0,
fra,French,Quebec,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil,6,Wordlist,Uniform,ɑ,605.0,1165.0,
fra,French,Quebec,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil,6,Wordlist,Uniform,ɔ,485.0,1240.0,
fra,French,Quebec,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil,6,Wordlist,Uniform,o,355.0,755.0,
fra,French,Quebec,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil,6,Wordlist,Uniform,u,260.0,745.0,
fra,French,Quebec,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil,6,Wordlist,Uniform,y,255.0,1825.0,
fra,French,Quebec,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil,6,Wordlist,Uniform,ø,350.0,1460.0,
fra,French,Quebec,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil,6,Wordlist,Uniform,œ,450.0,1525.0,NA
frr,North Frisian,Fering,IndoEuropean>Germanic>WestGermanic>AngloFrisian,10,Wordlist,Long,i,280.0,2208.0,2817
frr,North Frisian,Fering,IndoEuropean>Germanic>WestGermanic>AngloFrisian,10,Wordlist,Long,e,354.0,2181.0,2520
frr,North Frisian,Fering,IndoEuropean>Germanic>WestGermanic>AngloFrisian,10,Wordlist,Long,ɛ,644.0,1579.0,2529
frr,North Frisian,Fering,IndoEuropean>Germanic>WestGermanic>AngloFrisian,10,Wordlist,Long,ɒ,687.0,1050.0,2522
frr,North Frisian,Fering,IndoEuropean>Germanic>WestGermanic>AngloFrisian,10,Wordlist,Long,o,374.0,714.0,2555
frr,North Frisian,Fering,IndoEuropean>Germanic>WestGermanic>AngloFrisian,10,Wordlist,Long,u,307.0,761.0,2367
frr,North Frisian,Fering,IndoEuropean>Germanic>WestGermanic>AngloFrisian,10,Wordlist,Long,y,281.0,1675.0,2112
frr,North Frisian,Fering,IndoEuropean>Germanic>WestGermanic>AngloFrisian,10,Wordlist,Long,ø,370.0,1435.0,2177
frr,North Frisian,Fering,IndoEuropean>Germanic>WestGermanic>AngloFrisian,10,Wordlist,Short,ɪ,370.0,1960.0,2426
frr,North Frisian,Fering,IndoEuropean>Germanic>WestGermanic>AngloFrisian,10,Wordlist,Short,ɛ,515.0,1755.0,2401
frr,North Frisian,Fering,IndoEuropean>Germanic>WestGermanic>AngloFrisian,10,Wordlist,Short,a,748.0,1270.0,2380
frr,North Frisian,Fering,IndoEuropean>Germanic>WestGermanic>AngloFrisian,10,Wordlist,Short,ɔ,553.0,989.0,2336
frr,North Frisian,Fering,IndoEuropean>Germanic>WestGermanic>AngloFrisian,10,Wordlist,Short,ʊ,391.0,904.0,2259
frr,North Frisian,Fering,IndoEuropean>Germanic>WestGermanic>AngloFrisian,10,Wordlist,Short,ʏ,340.0,1556.0,2150
frr,North Frisian,Fering,IndoEuropean>Germanic>WestGermanic>AngloFrisian,10,Wordlist,Short,œ,448.0,1430.0,2247
fry,Frisian,West,IndoEuropean>Germanic>WestGermanic>AngloFrisian,5,Wordlist,Long,i,277.0,2337.0,
fry,Frisian,West,IndoEuropean>Germanic>WestGermanic>AngloFrisian,5,Wordlist,Long,e,347.0,2060.0,
fry,Frisian,West,IndoEuropean>Germanic>WestGermanic>AngloFrisian,5,Wordlist,Long,ɛ,515.0,1870.0,
fry,Frisian,West,IndoEuropean>Germanic>WestGermanic>AngloFrisian,5,Wordlist,Long,a,762.0,1475.0,
fry,Frisian,West,IndoEuropean>Germanic>WestGermanic>AngloFrisian,5,Wordlist,Long,ɔ,557.0,877.0,
fry,Frisian,West,IndoEuropean>Germanic>WestGermanic>AngloFrisian,5,Wordlist,Long,o,420.0,940.0,
fry,Frisian,West,IndoEuropean>Germanic>WestGermanic>AngloFrisian,5,Wordlist,Long,u,320.0,705.0,
fry,Frisian,West,IndoEuropean>Germanic>WestGermanic>AngloFrisian,5,Wordlist,Long,y,280.0,1797.0,
fry,Frisian,West,IndoEuropean>Germanic>WestGermanic>AngloFrisian,5,Wordlist,Long,ø,390.0,1602.0,
ggu,Gban,N'da,NigerCongo>Mande>Eastern>Southeastern>NwaBen>BenGban,1,Meaningful sentence,Uniform,i,260.0,2050.0,2970
ggu,Gban,N'da,NigerCongo>Mande>Eastern>Southeastern>NwaBen>BenGban,1,Meaningful sentence,Uniform,e,340.0,1960.0,2630
ggu,Gban,N'da,NigerCongo>Mande>Eastern>Southeastern>NwaBen>BenGban,1,Meaningful sentence,Uniform,ɛ,450.0,1870.0,2490
ggu,Gban,N'da,NigerCongo>Mande>Eastern>Southeastern>NwaBen>BenGban,1,Meaningful sentence,Uniform,a,610.0,1380.0,2220
ggu,Gban,N'da,NigerCongo>Mande>Eastern>Southeastern>NwaBen>BenGban,1,Meaningful sentence,Uniform,ɔ,480.0,1100.0,2230
ggu,Gban,N'da,NigerCongo>Mande>Eastern>Southeastern>NwaBen>BenGban,1,Meaningful sentence,Uniform,o,380.0,960.0,2120
ggu,Gban,N'da,NigerCongo>Mande>Eastern>Southeastern>NwaBen>BenGban,1,Meaningful sentence,Uniform,u,250.0,890.0,2000
gla,Scottish Gaelic,Bernera,IndoEuropean>Celtic>Insular>Goidelic,7,Wordlist,Long,i,320.0,2100.0,
gla,Scottish Gaelic,Bernera,IndoEuropean>Celtic>Insular>Goidelic,7,Wordlist,Long,e,385.0,2010.0,
gla,Scottish Gaelic,Bernera,IndoEuropean>Celtic>Insular>Goidelic,7,Wordlist,Long,ɛ,440.0,1910.0,
gla,Scottish Gaelic,Bernera,IndoEuropean>Celtic>Insular>Goidelic,7,Wordlist,Long,a,640.0,1320.0,
gla,Scottish Gaelic,Bernera,IndoEuropean>Celtic>Insular>Goidelic,7,Wordlist,Long,ɔ,470.0,880.0,
gla,Scottish Gaelic,Bernera,IndoEuropean>Celtic>Insular>Goidelic,7,Wordlist,Long,o,390.0,710.0,
gla,Scottish Gaelic,Bernera,IndoEuropean>Celtic>Insular>Goidelic,7,Wordlist,Long,u,320.0,1475.0,
gla,Scottish Gaelic,Bernera,IndoEuropean>Celtic>Insular>Goidelic,7,Wordlist,Long,ɯ,370.0,1630.0,
gla,Scottish Gaelic,Bernera,IndoEuropean>Celtic>Insular>Goidelic,7,Wordlist,Long,ɤ,490.0,1365.0,
glg,Galician,,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WesternIberian>PortugueseGalician,7,Carrier sentence,Uniform,i,312.0,2227.0,
glg,Galician,,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WesternIberian>PortugueseGalician,7,Carrier sentence,Uniform,e,418.0,1899.0,
glg,Galician,,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WesternIberian>PortugueseGalician,7,Carrier sentence,Uniform,ɛ,555.0,1769.0,
glg,Galician,,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WesternIberian>PortugueseGalician,7,Carrier sentence,Uniform,a,700.0,1218.0,
glg,Galician,,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WesternIberian>PortugueseGalician,7,Carrier sentence,Uniform,ɔ,538.0,930.0,
glg,Galician,,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WesternIberian>PortugueseGalician,7,Carrier sentence,Uniform,o,424.0,812.0,
glg,Galician,,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WesternIberian>PortugueseGalician,7,Carrier sentence,Uniform,u,318.0,705.0,
gug,Paraguayan Guarani,,Tupian>TupiGuarani,3,Wordlist,Uniform,i,280.0,2270.0,2865
gug,Paraguayan Guarani,,Tupian>TupiGuarani,3,Wordlist,Uniform,e,420.0,2030.0,2470
gug,Paraguayan Guarani,,Tupian>TupiGuarani,3,Wordlist,Uniform,a,720.0,1365.0,2340
gug,Paraguayan Guarani,,Tupian>TupiGuarani,3,Wordlist,Uniform,o,420.0,890.0,2400
gug,Paraguayan Guarani,,Tupian>TupiGuarani,3,Wordlist,Uniform,u,300.0,840.0,2375
gug,Paraguayan Guarani,,Tupian>TupiGuarani,3,Wordlist,Uniform,ɯ,325.0,1500.0,2300
guj,Gujarati,,IndoEuropean>IndoIranian>IndoAryan>Western,3,Isolation,Uniform,i,243.0,2400.0,3100
guj,Gujarati,,IndoEuropean>IndoIranian>IndoAryan>Western,3,Isolation,Uniform,e,385.0,2167.0,2767
guj,Gujarati,,IndoEuropean>IndoIranian>IndoAryan>Western,3,Isolation,Uniform,a,818.0,1293.0,2417
guj,Gujarati,,IndoEuropean>IndoIranian>IndoAryan>Western,3,Isolation,Uniform,o,433.0,825.0,2600
guj,Gujarati,,IndoEuropean>IndoIranian>IndoAryan>Western,3,Isolation,Uniform,u,297.0,683.0,2600
guj,Gujarati,,IndoEuropean>IndoIranian>IndoAryan>Western,3,Isolation,Uniform,ə,603.0,1083.0,2575
guk,Gumuz,,NiloSaharan>Komuz,1,Running speech,Uniform,i,360.0,1965.0,
guk,Gumuz,,NiloSaharan>Komuz,1,Running speech,Uniform,e,520.0,1755.0,
guk,Gumuz,,NiloSaharan>Komuz,1,Running speech,Uniform,a,650.0,1400.0,
guk,Gumuz,,NiloSaharan>Komuz,1,Running speech,Uniform,o,460.0,945.0,
guk,Gumuz,,NiloSaharan>Komuz,1,Running speech,Uniform,u,360.0,820.0,
guk,Gumuz,,NiloSaharan>Komuz,1,Running speech,Uniform,ɨ,445.0,1655.0,
gup,Kunwinjku,,Australian>Gunwingguan,3,Carrier sentence,Uniform,i,339.0,2151.0,2781
gup,Kunwinjku,,Australian>Gunwingguan,3,Carrier sentence,Uniform,e,477.0,1909.0,2640
gup,Kunwinjku,,Australian>Gunwingguan,3,Carrier sentence,Uniform,a,611.0,1471.0,2627
gup,Kunwinjku,,Australian>Gunwingguan,3,Carrier sentence,Uniform,o,478.0,1050.0,2731
gup,Kunwinjku,,Australian>Gunwingguan,3,Carrier sentence,Uniform,u,389.0,1079.0,2989
gwj,G|wi,,KwadiKhoe>Khoe>Kalahari>West>G||ana-G|wi,5,Wordlist,Uniform,i,240.0,2190.0,
gwj,G|wi,,KwadiKhoe>Khoe>Kalahari>West>G||ana-G|wi,5,Wordlist,Uniform,e,395.0,2010.0,
gwj,G|wi,,KwadiKhoe>Khoe>Kalahari>West>G||ana-G|wi,5,Wordlist,Uniform,a,770.0,1270.0,
gwj,G|wi,,KwadiKhoe>Khoe>Kalahari>West>G||ana-G|wi,5,Wordlist,Uniform,o,360.0,840.0,
gwj,G|wi,,KwadiKhoe>Khoe>Kalahari>West>G||ana-G|wi,5,Wordlist,Uniform,u,250.0,790.0,
hak,Hakka,Meixian,Sinitic>Chinese>Gan,5,Carrier sentence,Uniform,i,275.0,2226.0,3350
hak,Hakka,Meixian,Sinitic>Chinese>Gan,5,Carrier sentence,Uniform,e,485.0,2108.0,2610
hak,Hakka,Meixian,Sinitic>Chinese>Gan,5,Carrier sentence,Uniform,a,892.0,1401.0,2775
hak,Hakka,Meixian,Sinitic>Chinese>Gan,5,Carrier sentence,Uniform,o,522.0,793.0,3010
hak,Hakka,Meixian,Sinitic>Chinese>Gan,5,Carrier sentence,Uniform,u,379.0,796.0,2740
hau,Hausa,Kano,AfroAsiatic>Chadic>WestChadic>WestChadicA,10,Carrier sentence,Long,i,265.0,2230.0,
hau,Hausa,Kano,AfroAsiatic>Chadic>WestChadic>WestChadicA,10,Carrier sentence,Long,e,415.0,2130.0,
hau,Hausa,Kano,AfroAsiatic>Chadic>WestChadic>WestChadicA,10,Carrier sentence,Long,a,695.0,1780.0,
hau,Hausa,Kano,AfroAsiatic>Chadic>WestChadic>WestChadicA,10,Carrier sentence,Long,o,395.0,1040.0,
hau,Hausa,Kano,AfroAsiatic>Chadic>WestChadic>WestChadicA,10,Carrier sentence,Long,u,315.0,910.0,
hau,Hausa,Kano,AfroAsiatic>Chadic>WestChadic>WestChadicA,10,Carrier sentence,Short,i,305.0,2130.0,
hau,Hausa,Kano,AfroAsiatic>Chadic>WestChadic>WestChadicA,10,Carrier sentence,Short,a,550.0,1480.0,
hau,Hausa,Kano,AfroAsiatic>Chadic>WestChadic>WestChadicA,10,Carrier sentence,Short,u,335.0,1055.0,
heb,Hebrew,Standard,AfroAsiatic>Semitic>West>Central>NorthWest>Canaanite,6,Isolation,Uniform,e,460.0,1870.0,2420
heb,Hebrew,Standard,AfroAsiatic>Semitic>West>Central>NorthWest>Canaanite,6,Isolation,Uniform,a,675.0,1185.0,2685
heb,Hebrew,Standard,AfroAsiatic>Semitic>West>Central>NorthWest>Canaanite,6,Isolation,Uniform,o,438.0,858.0,2242
heb,Hebrew,Standard,AfroAsiatic>Semitic>West>Central>NorthWest>Canaanite,6,Isolation,Uniform,u,320.0,783.0,2410
hts,Hadza,,Isolate,3,Wordlist,Uniform,i,345.0,2075.0,
hts,Hadza,,Isolate,3,Wordlist,Uniform,e,535.0,1755.0,
hts,Hadza,,Isolate,3,Wordlist,Uniform,a,620.0,1485.0,
hts,Hadza,,Isolate,3,Wordlist,Uniform,o,495.0,1235.0,
hts,Hadza,,Isolate,3,Wordlist,Uniform,u,335.0,1245.0,
hun,Hungarian,Standard,Uralic>FinnoUgric>Ugric,2,Meaningful sentence,Long,i,270.0,2300.0,
hun,Hungarian,Standard,Uralic>FinnoUgric>Ugric,2,Meaningful sentence,Long,e,370.0,2100.0,
hun,Hungarian,Standard,Uralic>FinnoUgric>Ugric,2,Meaningful sentence,Long,a,850.0,1450.0,
hun,Hungarian,Standard,Uralic>FinnoUgric>Ugric,2,Meaningful sentence,Long,o,380.0,850.0,
hun,Hungarian,Standard,Uralic>FinnoUgric>Ugric,2,Meaningful sentence,Long,u,270.0,680.0,
hun,Hungarian,Standard,Uralic>FinnoUgric>Ugric,2,Meaningful sentence,Long,y,310.0,1650.0,
hun,Hungarian,Standard,Uralic>FinnoUgric>Ugric,2,Meaningful sentence,Long,ø,420.0,1450.0,
hun,Hungarian,Standard,Uralic>FinnoUgric>Ugric,2,Meaningful sentence,Short,i,320.0,2200.0,
hun,Hungarian,Standard,Uralic>FinnoUgric>Ugric,2,Meaningful sentence,Short,ɛ,480.0,1900.0,
hun,Hungarian,Standard,Uralic>FinnoUgric>Ugric,2,Meaningful sentence,Short,ɑ,550.0,1050.0,
hun,Hungarian,Standard,Uralic>FinnoUgric>Ugric,2,Meaningful sentence,Short,o,430.0,920.0,
hun,Hungarian,Standard,Uralic>FinnoUgric>Ugric,2,Meaningful sentence,Short,u,320.0,750.0,
hun,Hungarian,Standard,Uralic>FinnoUgric>Ugric,2,Meaningful sentence,Short,y,370.0,1550.0,
hun,Hungarian,Standard,Uralic>FinnoUgric>Ugric,2,Meaningful sentence,Short,ø,460.0,1350.0,
hup,Hupa,,DeneYeniseian>NaDene>AthabaskanEyak>Athabaskan>PacificCoastAthabaskan,2,Wordlist,Long,e,560.0,1786.0,2350
hup,Hupa,,DeneYeniseian>NaDene>AthabaskanEyak>Athabaskan>PacificCoastAthabaskan,2,Wordlist,Long,a,758.0,1218.0,2365
hup,Hupa,,DeneYeniseian>NaDene>AthabaskanEyak>Athabaskan>PacificCoastAthabaskan,2,Wordlist,Long,o,544.0,911.0,2262
hup,Hupa,,DeneYeniseian>NaDene>AthabaskanEyak>Athabaskan>PacificCoastAthabaskan,2,Wordlist,Short,ɪ,408.0,1890.0,2504
hup,Hupa,,DeneYeniseian>NaDene>AthabaskanEyak>Athabaskan>PacificCoastAthabaskan,2,Wordlist,Short,a,737.0,1299.0,2288
hup,Hupa,,DeneYeniseian>NaDene>AthabaskanEyak>Athabaskan>PacificCoastAthabaskan,2,Wordlist,Short,o,498.0,847.0,2307
iai,Iaai,,Austronesian>MalayoPolynesian>Oceanic>Southern>NewCaledonianLoyalties>LoyaltyIslands,1,Wordlist,Long,e,462.0,2018.0,
iai,Iaai,,Austronesian>MalayoPolynesian>Oceanic>Southern>NewCaledonianLoyalties>LoyaltyIslands,1,Wordlist,Long,æ,741.0,1479.0,2358
iai,Iaai,,Austronesian>MalayoPolynesian>Oceanic>Southern>NewCaledonianLoyalties>LoyaltyIslands,1,Wordlist,Long,a,708.0,1140.0,2281
iai,Iaai,,Austronesian>MalayoPolynesian>Oceanic>Southern>NewCaledonianLoyalties>LoyaltyIslands,1,Wordlist,Long,ɔ,640.0,1135.0,2329
iai,Iaai,,Austronesian>MalayoPolynesian>Oceanic>Southern>NewCaledonianLoyalties>LoyaltyIslands,1,Wordlist,Long,o,458.0,1079.0,2230
iai,Iaai,,Austronesian>MalayoPolynesian>Oceanic>Southern>NewCaledonianLoyalties>LoyaltyIslands,1,Wordlist,Long,u,328.0,829.0,
iai,Iaai,,Austronesian>MalayoPolynesian>Oceanic>Southern>NewCaledonianLoyalties>LoyaltyIslands,1,Wordlist,Long,y,265.0,1799.0,
iai,Iaai,,Austronesian>MalayoPolynesian>Oceanic>Southern>NewCaledonianLoyalties>LoyaltyIslands,1,Wordlist,Long,ø,386.0,1382.0,2264
iai,Iaai,,Austronesian>MalayoPolynesian>Oceanic>Southern>NewCaledonianLoyalties>LoyaltyIslands,1,Wordlist,Long,ɤ,468.0,1425.0,2176
ibo,Igbo,,NigerCongo>AtlanticCongo>VoltaNiger>YEAI>Igboid>Igbo,1,Wordlist,Uniform,i,281.0,2353.0,
ibo,Igbo,,NigerCongo>AtlanticCongo>VoltaNiger>YEAI>Igboid>Igbo,1,Wordlist,Uniform,e,405.0,2247.0,
ibo,Igbo,,NigerCongo>AtlanticCongo>VoltaNiger>YEAI>Igboid>Igbo,1,Wordlist,Uniform,ɛ,440.0,1746.0,
ibo,Igbo,,NigerCongo>AtlanticCongo>VoltaNiger>YEAI>Igboid>Igbo,1,Wordlist,Uniform,a,730.0,1321.0,
